Left	Right
DOID:0060072	mir30c
DOID:0060072	mir30e
DOID:0060072	mir32
DOID:0060072	mir320a
DOID:0060072	mir330
DOID:0060072	mir335
DOID:0060072	mir339
DOID:0060072	mir33a
DOID:0060072	mir340
DOID:0060072	mir342
DOID:0060072	mir34a
DOID:0060072	mir34b
DOID:0060072	mir34c
DOID:0060072	mir362
DOID:0060072	mir365a
DOID:0060072	mir365b
DOID:0060072	mir367
DOID:0060072	mir372
DOID:0060072	mir373
DOID:0060072	mir375
DOID:0060072	mir378a
DOID:0060072	mir382
DOID:0060072	mir423
DOID:0060072	mir424
DOID:0060072	mir429
DOID:0060072	mir432
DOID:0060072	mir451a
DOID:0060072	mir497
DOID:0060072	mir499a
DOID:0060072	mir515
DOID:0060072	mir520a
DOID:0060072	mir520h
DOID:0060072	mir7
DOID:0060072	mir9
DOID:0060072	mir92a
DOID:0060072	mir92b
DOID:0060072	mir95
DOID:0060072	mir31
DOID:0060072	mir99a
DOID:0060072	mir93
DOID:0060072	mir96
DOID:0060072	mir153
DOID:0060072	mir135b
DOID:0060072	mir338
DOID:0060072	mir302d
DOID:0060072	mir383
DOID:0060072	mir363
DOID:0060072	mir484
DOID:0060072	mir550a
DOID:0060072	mir652
DOID:0060072	mir149
DOID:0060072	mir516b
DOID:0060072	mir498
DOID:0060072	mir449a
DOID:0060072	mir139
DOID:0060072	mir421
DOID:0060072	mir137
DOID:0060072	mir491
DOID:0060072	mir454
DOID:0060072	mir185
DOID:0060072	mir324
DOID:0060072	mir486
DOID:0060072	mir518c
DOID:0060072	mir596
DOID:0060072	mir608
DOID:0060072	mir615
DOID:0060072	mir622
DOID:0060072	mir629
DOID:0060072	mir638
DOID:0060072	mir561
DOID:0060072	mir190a
DOID:0060072	mir217
DOID:0060072	mir188
DOID:0060072	mir301a
DOID:0060072	mir337
DOID:0060072	mir328
DOID:0060072	mir542
DOID:0060072	mir193a
DOID:0060072	mir493
DOID:0060072	mir519c
DOID:0060072	mir483
DOID:0060072	mir574
DOID:0060072	mir1224
DOID:0060072	mir503
DOID:0060072	mir1246
DOID:0060072	mir1280
DOID:0060072	mir492
DOID:0060072	mir345
DOID:0060072	mir584
DOID:0060072	mir708
DOID:0060072	mir361
DOID:0060072	mir422a
DOID:0060072	mir625
DOID:0060072	mir646
DOID:0060072	mir664
DOID:0060072	mir942
DOID:0060072	mir489
DOID:0060072	mir552
DOID:0060072	mir630
DOID:0060072	mir1179
DOID:0060072	mir485
DOID:0060072	mir720
DOID:0060072	mir590
DOID:0060072	mir671
DOID:0060072	mir1275
DOID:0060072	mir502
DOID:0060072	mir874
DOID:0060072	mir147b
DOID:0060072	mir105
DOID:0060072	mir506
DOID:0060072	mir490
DOID:0060072	mir1290
DOID:0060072	mir2110
DOID:0060072	mir765
DOID:0060072	mir103b
DOID:0060072	mir1915
DOID:0060072	mir1183
DOID:0060072	mir1471
DOID:0060072	mir1909
DOID:0060072	mir1273c
DOID:0060072	mir1303
DOID:0060072	mir567
DOID:0060072	mir760
DOID:0060072	mir4792
DOID:0060083	let7a
DOID:0060083	let7b
DOID:0060083	let7c
DOID:0060083	let7d
DOID:0060083	let7e
DOID:0060083	let7f
DOID:0060083	let7g
DOID:0060083	let7i
DOID:0060083	mir100
DOID:0060083	mir101
DOID:0060083	mir103a
DOID:0060083	mir106a
DOID:0060083	mir106b
DOID:0060083	mir107
DOID:0060083	mir1
DOID:0060083	mir122
DOID:0060083	mir124
DOID:0060083	mir125a
DOID:0060083	mir125b
DOID:0060083	mir126
DOID:0060083	mir127
DOID:0060083	mir128
DOID:0060083	mir129
DOID:0060083	mir130a
DOID:0060083	mir130b
DOID:0060083	mir133b
DOID:0060083	mir135a
DOID:0060083	mir142
DOID:0060083	mir143
DOID:0060083	mir144
DOID:0060083	mir145
DOID:0060083	mir146a
DOID:0060083	mir146b
DOID:0060083	mir148a
DOID:0060083	mir148b
DOID:0060083	mir150
DOID:0060083	mir151a
DOID:0060083	mir154
DOID:0060083	mir155
DOID:0060083	mir15a
DOID:0060083	mir15b
DOID:0060083	mir16
DOID:0060083	mir17
DOID:0060083	mir181a
DOID:0060083	mir181b
DOID:0060083	mir181c
DOID:0060083	mir181d
DOID:0060083	mir182
DOID:0060083	mir183
DOID:0060083	mir187
DOID:0060083	mir18a
DOID:0060083	mir18b
DOID:0060083	mir192
DOID:0060083	mir194
DOID:0060083	mir195
DOID:0060083	mir196a
DOID:0060083	mir199a
DOID:0060083	mir199b
DOID:0060083	mir19a
DOID:0060083	mir19b
DOID:0060083	mir200a
DOID:0060083	mir200b
DOID:0060083	mir200c
DOID:0060083	mir203
DOID:0060083	mir205
DOID:0060083	mir206
DOID:0060083	mir20a
DOID:0060083	mir20b
DOID:0060083	mir21
DOID:0060083	mir210
DOID:0060083	mir212
DOID:0060083	mir214
DOID:0060083	mir215
DOID:0060083	mir218
DOID:0060083	mir219
DOID:0060083	mir22
DOID:0060083	mir221
DOID:0060083	mir222
DOID:0060083	mir223
DOID:0060083	mir224
DOID:0060083	mir23a
DOID:0060083	mir23b
DOID:0060083	mir24
DOID:0060083	mir25
DOID:0060083	mir26a
DOID:0060083	mir26b
DOID:0060083	mir27a
DOID:0060083	mir27b
DOID:0060083	mir299
DOID:0060083	mir29a
DOID:0060083	mir29b
DOID:0060083	mir29c
DOID:0060083	mir30a
DOID:0060083	mir30b
DOID:0060083	mir30c
DOID:0060083	mir30e
DOID:0060083	mir32
DOID:0060083	mir323a
DOID:0060083	mir331
DOID:0060083	mir335
DOID:0060083	mir339
DOID:0060083	mir342
DOID:0060083	mir34a
DOID:0060083	mir34b
DOID:0060083	mir34c
DOID:0060083	mir378a
DOID:0060083	mir382
DOID:0060083	mir424
DOID:0060083	mir451a
DOID:0060083	mir495
DOID:0060083	mir499a
DOID:0060083	mir9
DOID:0060083	mir92a
DOID:0060083	mir92b
DOID:0060083	mir98
DOID:0060083	mir99b
DOID:0060083	mir31
DOID:0060083	mir184
DOID:0060083	mir370
DOID:0060083	mir99a
DOID:0060083	mir93
DOID:0060083	mir433
DOID:0060083	mir96
DOID:0060083	mir135b
DOID:0060083	mir193b
DOID:0060083	mir363
DOID:0060083	mir539
DOID:0060083	mir550a
DOID:0060083	mir663a
DOID:0060083	mir10a
DOID:0060083	mir196b
DOID:0060083	mir139
DOID:0060083	mir454
DOID:0060083	mir575
DOID:0060083	mir660
DOID:0060083	mir486
DOID:0060083	mir518b
DOID:0060083	mir615
DOID:0060083	mir629
DOID:0060083	mir561
DOID:0060083	mir337
DOID:0060083	mir328
DOID:0060083	mir640
DOID:0060083	mir650
DOID:0060083	mir193a
DOID:0060083	mir138
DOID:0060083	mir326
DOID:0060083	mir410
DOID:0060083	mir345
DOID:0060083	mir584
DOID:0060083	mir708
DOID:0060083	mir628
DOID:0060083	mir625
DOID:0060083	mir485
DOID:0060083	mir720
DOID:0060083	mir590
DOID:0060083	mir671
DOID:0060083	mir632
DOID:0060083	mir636
DOID:0060083	mir711
DOID:0060083	mir369
DOID:0060083	mir564
DOID:0060083	mir3151
DOID:0060083	mir451b
DOID:0060084	let7a
DOID:0060084	let7c
DOID:0060084	let7d
DOID:0060084	let7f
DOID:0060084	mir103a
DOID:0060084	mir106a
DOID:0060084	mir106b
DOID:0060084	mir126
DOID:0060084	mir129
DOID:0060084	mir135a
DOID:0060084	mir143
DOID:0060084	mir146b
DOID:0060084	mir17
DOID:0060084	mir181a
DOID:0060084	mir181b
DOID:0060084	mir181c
DOID:0060084	mir181d
DOID:0060084	mir182
DOID:0060084	mir18a
DOID:0060084	mir197
DOID:0060084	mir19b
DOID:0060084	mir200a
DOID:0060084	mir203
DOID:0060084	mir20a
DOID:0060084	mir20b
DOID:0060084	mir21
DOID:0060084	mir210
DOID:0060084	mir212
DOID:0060084	mir214
DOID:0060084	mir218
DOID:0060084	mir221
DOID:0060084	mir222
DOID:0060084	mir224
DOID:0060084	mir23a
DOID:0060084	mir23b
DOID:0060084	mir25
DOID:0060084	mir29a
DOID:0060084	mir30c
DOID:0060084	mir30e
DOID:0060084	mir34a
DOID:0060084	mir34b
DOID:0060084	mir34c
DOID:0060084	mir367
DOID:0060084	mir378a
DOID:0060084	mir424
DOID:0060084	mir497
DOID:0060084	mir515
DOID:0060084	mir520h
DOID:0060084	mir7
DOID:0060084	mir92a
DOID:0060084	mir92b
DOID:0060084	mir31
DOID:0060084	mir93
DOID:0060084	mir135b
DOID:0060084	mir338
DOID:0060084	mir383
DOID:0060084	mir363
DOID:0060084	mir149
DOID:0060084	mir137
DOID:0060084	mir596
DOID:0060084	mir217
DOID:0060084	mir193a
DOID:0060084	mir361
DOID:0060084	mir625
DOID:0060084	mir489
DOID:0060084	mir485
DOID:0060084	mir874
DOID:0060084	mir490
DOID:0060084	mir4792
DOID:0060085	let7a
DOID:0060085	let7b
DOID:0060085	let7c
DOID:0060085	let7d
DOID:0060085	let7e
DOID:0060085	let7f
DOID:0060085	let7g
DOID:0060085	let7i
DOID:0060085	mir100
DOID:0060085	mir101
DOID:0060085	mir103a
DOID:0060085	mir106a
DOID:0060085	mir106b
DOID:0060085	mir107
DOID:0060085	mir10b
DOID:0060085	mir1
DOID:0060085	mir122
DOID:0060085	mir124
DOID:0060085	mir125a
DOID:0060085	mir125b
DOID:0060085	mir126
DOID:0060085	mir127
DOID:0060085	mir128
DOID:0060085	mir129
DOID:0060085	mir130a
DOID:0060085	mir132
DOID:0060085	mir133a
DOID:0060085	mir133b
DOID:0060085	mir135a
DOID:0060085	mir140
DOID:0060085	mir141
DOID:0060085	mir142
DOID:0060085	mir143
DOID:0060085	mir144
DOID:0060085	mir145
DOID:0060085	mir146a
DOID:0060085	mir146b
DOID:0060085	mir148a
DOID:0060085	mir148b
DOID:0060085	mir150
DOID:0060085	mir152
DOID:0060085	mir155
DOID:0060085	mir15a
DOID:0060085	mir16
DOID:0060085	mir17
DOID:0060085	mir181a
DOID:0060085	mir181b
DOID:0060085	mir182
DOID:0060085	mir183
DOID:0060085	mir186
DOID:0060085	mir18a
DOID:0060085	mir18b
DOID:0060085	mir191
DOID:0060085	mir192
DOID:0060085	mir194
DOID:0060085	mir195
DOID:0060085	mir196a
DOID:0060085	mir199a
DOID:0060085	mir199b
DOID:0060085	mir19a
DOID:0060085	mir19b
DOID:0060085	mir200a
DOID:0060085	mir200b
DOID:0060085	mir200c
DOID:0060085	mir203
DOID:0060085	mir205
DOID:0060085	mir206
DOID:0060085	mir208a
DOID:0060085	mir20a
DOID:0060085	mir21
DOID:0060085	mir210
DOID:0060085	mir211
DOID:0060085	mir214
DOID:0060085	mir215
DOID:0060085	mir216b
DOID:0060085	mir218
DOID:0060085	mir219
DOID:0060085	mir22
DOID:0060085	mir221
DOID:0060085	mir222
DOID:0060085	mir223
DOID:0060085	mir224
DOID:0060085	mir23a
DOID:0060085	mir23b
DOID:0060085	mir24
DOID:0060085	mir25
DOID:0060085	mir26a
DOID:0060085	mir26b
DOID:0060085	mir27a
DOID:0060085	mir27b
DOID:0060085	mir28
DOID:0060085	mir296
DOID:0060085	mir297
DOID:0060085	mir29a
DOID:0060085	mir29b
DOID:0060085	mir302a
DOID:0060085	mir302b
DOID:0060085	mir302c
DOID:0060085	mir30a
DOID:0060085	mir30c
DOID:0060085	mir32
DOID:0060085	mir320a
DOID:0060085	mir330
DOID:0060085	mir335
DOID:0060085	mir339
DOID:0060085	mir33a
DOID:0060085	mir340
DOID:0060085	mir342
DOID:0060085	mir34a
DOID:0060085	mir34b
DOID:0060085	mir34c
DOID:0060085	mir362
DOID:0060085	mir365a
DOID:0060085	mir365b
DOID:0060085	mir367
DOID:0060085	mir372
DOID:0060085	mir373
DOID:0060085	mir375
DOID:0060085	mir378a
DOID:0060085	mir382
DOID:0060085	mir423
DOID:0060085	mir424
DOID:0060085	mir429
DOID:0060085	mir432
DOID:0060085	mir451a
DOID:0060085	mir497
DOID:0060085	mir499a
DOID:0060085	mir520a
DOID:0060085	mir7
DOID:0060085	mir9
DOID:0060085	mir92a
DOID:0060085	mir92b
DOID:0060085	mir95
DOID:0060085	mir31
DOID:0060085	mir99a
DOID:0060085	mir93
DOID:0060085	mir96
DOID:0060085	mir153
DOID:0060085	mir135b
DOID:0060085	mir338
DOID:0060085	mir302d
DOID:0060085	mir484
DOID:0060085	mir550a
DOID:0060085	mir652
DOID:0060085	mir149
DOID:0060085	mir516b
DOID:0060085	mir498
DOID:0060085	mir449a
DOID:0060085	mir139
DOID:0060085	mir421
DOID:0060085	mir137
DOID:0060085	mir491
DOID:0060085	mir454
DOID:0060085	mir185
DOID:0060085	mir324
DOID:0060085	mir486
DOID:0060085	mir518c
DOID:0060085	mir608
DOID:0060085	mir615
DOID:0060085	mir622
DOID:0060085	mir629
DOID:0060085	mir638
DOID:0060085	mir561
DOID:0060085	mir190a
DOID:0060085	mir188
DOID:0060085	mir301a
DOID:0060085	mir337
DOID:0060085	mir328
DOID:0060085	mir542
DOID:0060085	mir193a
DOID:0060085	mir493
DOID:0060085	mir519c
DOID:0060085	mir483
DOID:0060085	mir574
DOID:0060085	mir1224
DOID:0060085	mir503
DOID:0060085	mir1246
DOID:0060085	mir1280
DOID:0060085	mir492
DOID:0060085	mir345
DOID:0060085	mir584
DOID:0060085	mir708
DOID:0060085	mir422a
DOID:0060085	mir625
DOID:0060085	mir646
DOID:0060085	mir664
DOID:0060085	mir942
DOID:0060085	mir552
DOID:0060085	mir630
DOID:0060085	mir1179
DOID:0060085	mir720
DOID:0060085	mir590
DOID:0060085	mir671
DOID:0060085	mir1275
DOID:0060085	mir502
DOID:0060085	mir147b
DOID:0060085	mir105
DOID:0060085	mir506
DOID:0060085	mir1290
DOID:0060085	mir2110
DOID:0060085	mir765
DOID:0060085	mir103b
DOID:0060085	mir1915
DOID:0060085	mir1183
DOID:0060085	mir1471
DOID:0060085	mir1909
DOID:0060085	mir1273c
DOID:0060085	mir1303
DOID:0060085	mir567
DOID:0060085	mir760
DOID:0060089	let7a
DOID:0060089	mir100
DOID:0060089	mir125b
DOID:0060089	mir130a
DOID:0060089	mir141
DOID:0060089	mir143
DOID:0060089	mir145
DOID:0060089	mir150
DOID:0060089	mir15a
DOID:0060089	mir16
DOID:0060089	mir195
DOID:0060089	mir199b
DOID:0060089	mir200b
DOID:0060089	mir203
DOID:0060089	mir206
DOID:0060089	mir21
DOID:0060089	mir210
DOID:0060089	mir214
DOID:0060089	mir23b
DOID:0060089	mir26a
DOID:0060089	mir342
DOID:0060089	mir382
DOID:0060089	mir432
DOID:0060089	mir99a
DOID:0060089	mir484
DOID:0060089	mir550a
DOID:0060089	mir516b
DOID:0060089	mir493
DOID:0060089	mir483
DOID:0060089	mir503
DOID:0060089	mir664
DOID:0060089	mir671
DOID:0060100	let7a
DOID:0060100	let7b
DOID:0060100	let7c
DOID:0060100	let7d
DOID:0060100	let7e
DOID:0060100	let7f
DOID:0060100	let7g
DOID:0060100	let7i
DOID:0060100	mir106a
DOID:0060100	mir106b
DOID:0060100	mir1
DOID:0060100	mir125a
DOID:0060100	mir125b
DOID:0060100	mir127
DOID:0060100	mir133a
DOID:0060100	mir133b
DOID:0060100	mir140
DOID:0060100	mir142
DOID:0060100	mir143
DOID:0060100	mir145
DOID:0060100	mir150
DOID:0060100	mir155
DOID:0060100	mir15a
DOID:0060100	mir16
DOID:0060100	mir17
DOID:0060100	mir181a
DOID:0060100	mir181b
DOID:0060100	mir181c
DOID:0060100	mir183
DOID:0060100	mir18a
DOID:0060100	mir195
DOID:0060100	mir199a
DOID:0060100	mir19a
DOID:0060100	mir19b
DOID:0060100	mir206
DOID:0060100	mir20a
DOID:0060100	mir21
DOID:0060100	mir210
DOID:0060100	mir221
DOID:0060100	mir222
DOID:0060100	mir223
DOID:0060100	mir224
DOID:0060100	mir24
DOID:0060100	mir29a
DOID:0060100	mir29b
DOID:0060100	mir29c
DOID:0060100	mir34a
DOID:0060100	mir34c
DOID:0060100	mir373
DOID:0060100	mir432
DOID:0060100	mir520c
DOID:0060100	mir92a
DOID:0060100	mir98
DOID:0060100	mir99b
DOID:0060100	mir31
DOID:0060100	mir93
DOID:0060100	mir135b
DOID:0060100	mir431
DOID:0060100	mir598
DOID:0060100	mir652
DOID:0060100	mir498
DOID:0060100	mir557
DOID:0060100	mir608
DOID:0060100	mir371a
DOID:0060100	mir411
DOID:0060100	mir542
DOID:0060100	mir320d
DOID:0060100	mir708
DOID:0060100	mir490
DOID:0060100	mir1293
DOID:0060116	let7a
DOID:0060116	let7b
DOID:0060116	let7c
DOID:0060116	let7d
DOID:0060116	let7e
DOID:0060116	let7f
DOID:0060116	let7g
DOID:0060116	let7i
DOID:0060116	mir10b
DOID:0060116	mir124
DOID:0060116	mir125a
DOID:0060116	mir142
DOID:0060116	mir17
DOID:0060116	mir181b
DOID:0060116	mir18a
DOID:0060116	mir192
DOID:0060116	mir19a
DOID:0060116	mir19b
DOID:0060116	mir20a
DOID:0060116	mir24
DOID:0060116	mir29a
DOID:0060116	mir29b
DOID:0060116	mir29c
DOID:0060116	mir30c
DOID:0060116	mir34a
DOID:0060116	mir34c
DOID:0060116	mir497
DOID:0060116	mir92a
DOID:0060116	mir135b
DOID:0060116	mir491
DOID:0060116	mir376a
DOID:0060116	mir513a
DOID:0060116	mir513b
DOID:0060116	mir513c
DOID:0060119	let7a
DOID:0060119	let7b
DOID:0060119	let7c
DOID:0060119	let7d
DOID:0060119	let7e
DOID:0060119	let7f
DOID:0060119	let7g
DOID:0060119	let7i
DOID:0060119	mir100
DOID:0060119	mir101
DOID:0060119	mir10b
DOID:0060119	mir1
DOID:0060119	mir144
DOID:0060119	mir146a
DOID:0060119	mir151a
DOID:0060119	mir155
DOID:0060119	mir17
DOID:0060119	mir18a
DOID:0060119	mir18b
DOID:0060119	mir205
DOID:0060119	mir20a
DOID:0060119	mir21
DOID:0060119	mir214
DOID:0060119	mir216b
DOID:0060119	mir218
DOID:0060119	mir223
DOID:0060119	mir26a
DOID:0060119	mir29c
DOID:0060119	mir34b
DOID:0060119	mir34c
DOID:0060119	mir9
DOID:0060119	mir98
DOID:0060119	mir663a
DOID:0060119	mir149
DOID:0060119	mir138
DOID:0060119	mir151b
DOID:0060122	mir106b
DOID:0060122	mir125a
DOID:0060122	mir140
DOID:0060122	mir145
DOID:0060122	mir17
DOID:0060122	mir181c
DOID:0060122	mir181d
DOID:0060122	mir182
DOID:0060122	mir183
DOID:0060122	mir18a
DOID:0060122	mir18b
DOID:0060122	mir19b
DOID:0060122	mir29c
DOID:0060122	mir378a
DOID:0060122	mir93
DOID:0060122	mir139
DOID:0060122	mir455
DOID:0060122	mir638
DOID:0060122	mir542
DOID:0060122	mir572
DOID:0060122	mir2861
DOID:0060122	mir3196
DOID:0060122	mir378b
DOID:0060122	mir378c
DOID:0060122	mir378d
DOID:0060122	mir378e
DOID:0060122	mir378f
DOID:0060122	mir378g
DOID:0060122	mir378h
DOID:0060122	mir378i
DOID:0060158	mir103a
DOID:0060158	mir107
DOID:0060158	mir126
DOID:0060158	mir132
DOID:0060158	mir143
DOID:0060158	mir144
DOID:0060158	mir146a
DOID:0060158	mir146b
DOID:0060158	mir148a
DOID:0060158	mir155
DOID:0060158	mir15a
DOID:0060158	mir16
DOID:0060158	mir17
DOID:0060158	mir18a
DOID:0060158	mir191
DOID:0060158	mir197
DOID:0060158	mir20b
DOID:0060158	mir21
DOID:0060158	mir221
DOID:0060158	mir223
DOID:0060158	mir24
DOID:0060158	mir26a
DOID:0060158	mir29c
DOID:0060158	mir30e
DOID:0060158	mir320a
DOID:0060158	mir375
DOID:0060158	mir99a
DOID:0060158	mir486
DOID:0060158	mir301a
DOID:0060158	mir483
DOID:0060158	mir326
DOID:0060158	mir503
DOID:0060318	mir125b
DOID:0060318	mir181a
DOID:0060318	mir181b
DOID:0060318	mir181d
DOID:0060318	mir223
DOID:0060318	mir34a
DOID:0060318	mir34b
DOID:0060318	mir34c
DOID:0070004	let7a
DOID:0070004	let7b
DOID:0070004	let7c
DOID:0070004	let7d
DOID:0070004	let7e
DOID:0070004	let7f
DOID:0070004	let7g
DOID:0070004	let7i
DOID:0070004	mir1
DOID:0070004	mir124
DOID:0070004	mir125a
DOID:0070004	mir125b
DOID:0070004	mir126
DOID:0070004	mir130b
DOID:0070004	mir143
DOID:0070004	mir145
DOID:0070004	mir146a
DOID:0070004	mir148a
DOID:0070004	mir155
DOID:0070004	mir15a
DOID:0070004	mir16
DOID:0070004	mir17
DOID:0070004	mir181a
DOID:0070004	mir181b
DOID:0070004	mir181c
DOID:0070004	mir181d
DOID:0070004	mir18a
DOID:0070004	mir192
DOID:0070004	mir194
DOID:0070004	mir19a
DOID:0070004	mir19b
DOID:0070004	mir203
DOID:0070004	mir20a
DOID:0070004	mir21
DOID:0070004	mir210
DOID:0070004	mir215
DOID:0070004	mir221
DOID:0070004	mir222
DOID:0070004	mir223
DOID:0070004	mir24
DOID:0070004	mir29b
DOID:0070004	mir30b
DOID:0070004	mir335
DOID:0070004	mir342
DOID:0070004	mir34a
DOID:0070004	mir378a
DOID:0070004	mir92a
DOID:0070004	mir99b
DOID:0070004	mir433
DOID:0070004	mir10a
DOID:0070004	mir561
DOID:0070004	mir625
DOID:0070004	mir720
DOID:0070004	mir671
DOID:0070004	mir632
DOID:0070004	mir636
DOID:0080000	mir100
DOID:0080000	mir103a
DOID:0080000	mir107
DOID:0080000	mir1
DOID:0080000	mir125a
DOID:0080000	mir125b
DOID:0080000	mir127
DOID:0080000	mir133a
DOID:0080000	mir133b
DOID:0080000	mir136
DOID:0080000	mir146b
DOID:0080000	mir148a
DOID:0080000	mir192
DOID:0080000	mir199a
DOID:0080000	mir206
DOID:0080000	mir208a
DOID:0080000	mir21
DOID:0080000	mir221
DOID:0080000	mir23a
DOID:0080000	mir25
DOID:0080000	mir29a
DOID:0080000	mir29b
DOID:0080000	mir29c
DOID:0080000	mir32
DOID:0080000	mir335
DOID:0080000	mir33a
DOID:0080000	mir33b
DOID:0080000	mir34a
DOID:0080000	mir34b
DOID:0080000	mir34c
DOID:0080000	mir367
DOID:0080000	mir376c
DOID:0080000	mir378a
DOID:0080000	mir381
DOID:0080000	mir92a
DOID:0080000	mir31
DOID:0080000	mir193b
DOID:0080000	mir363
DOID:0080000	mir208b
DOID:0080000	mir193a
DOID:0080000	mir489
DOID:0080000	mir502
DOID:0080001	mir124
DOID:0080001	mir132
DOID:0080001	mir133a
DOID:0080001	mir140
DOID:0080001	mir146a
DOID:0080001	mir155
DOID:0080001	mir15a
DOID:0080001	mir16
DOID:0080001	mir181a
DOID:0080001	mir18a
DOID:0080001	mir19a
DOID:0080001	mir19b
DOID:0080001	mir203
DOID:0080001	mir223
DOID:0080001	mir27b
DOID:0080001	mir34a
DOID:0080001	mir499a
DOID:0080001	mir520a
DOID:0080001	mir520b
DOID:0080001	mir520d
DOID:0080001	mir520e
DOID:0080001	mir520f
DOID:0080001	mir520g
DOID:0080001	mir520h
DOID:0080001	mir363
DOID:0080001	mir498
DOID:0080001	mir346
DOID:0080001	mir637
DOID:0080001	mir519d
DOID:0080001	mir519c
DOID:0080001	mir519b
DOID:0080001	mir519a
DOID:0080001	mir519e
DOID:0080001	mir675
DOID:0080005	mir133a
DOID:0080005	mir637
DOID:0080011	mir133a
DOID:0080011	mir637
DOID:0080014	mir155
DOID:0080014	mir15a
DOID:0080014	mir16
DOID:0080014	mir1246
DOID:10155	mir15b
DOID:10283	let7a
DOID:10283	let7b
DOID:10283	let7c
DOID:10283	let7d
DOID:10283	mir100
DOID:10283	mir101
DOID:10283	mir106a
DOID:10283	mir106b
DOID:10283	mir107
DOID:10283	mir1
DOID:10283	mir122
DOID:10283	mir124
DOID:10283	mir125b
DOID:10283	mir126
DOID:10283	mir127
DOID:10283	mir130a
DOID:10283	mir130b
DOID:10283	mir132
DOID:10283	mir133a
DOID:10283	mir133b
DOID:10283	mir141
DOID:10283	mir143
DOID:10283	mir145
DOID:10283	mir146a
DOID:10283	mir146b
DOID:10283	mir148a
DOID:10283	mir151a
DOID:10283	mir152
DOID:10283	mir154
DOID:10283	mir15a
DOID:10283	mir15b
DOID:10283	mir16
DOID:10283	mir17
DOID:10283	mir181b
DOID:10283	mir182
DOID:10283	mir183
DOID:10283	mir191
DOID:10283	mir194
DOID:10283	mir195
DOID:10283	mir198
DOID:10283	mir199a
DOID:10283	mir200a
DOID:10283	mir200b
DOID:10283	mir200c
DOID:10283	mir203
DOID:10283	mir204
DOID:10283	mir205
DOID:10283	mir20a
DOID:10283	mir21
DOID:10283	mir214
DOID:10283	mir218
DOID:10283	mir22
DOID:10283	mir221
DOID:10283	mir222
DOID:10283	mir223
DOID:10283	mir224
DOID:10283	mir23b
DOID:10283	mir25
DOID:10283	mir26a
DOID:10283	mir27a
DOID:10283	mir27b
DOID:10283	mir296
DOID:10283	mir29a
DOID:10283	mir29b
DOID:10283	mir30c
DOID:10283	mir30d
DOID:10283	mir32
DOID:10283	mir320a
DOID:10283	mir330
DOID:10283	mir331
DOID:10283	mir335
DOID:10283	mir34a
DOID:10283	mir34b
DOID:10283	mir34c
DOID:10283	mir373
DOID:10283	mir375
DOID:10283	mir378a
DOID:10283	mir452
DOID:10283	mir520c
DOID:10283	mir92a
DOID:10283	mir98
DOID:10283	mir99b
DOID:10283	mir31
DOID:10283	mir99a
DOID:10283	mir93
DOID:10283	mir96
DOID:10283	mir153
DOID:10283	mir135b
DOID:10283	mir488
DOID:10283	mir193b
DOID:10283	mir196b
DOID:10283	mir449a
DOID:10283	mir185
DOID:10283	mir486
DOID:10283	mir629
DOID:10283	mir642a
DOID:10283	mir301a
DOID:10283	mir301b
DOID:10283	mir409
DOID:10283	mir521
DOID:10283	mir193a
DOID:10283	mir1296
DOID:10283	mir519d
DOID:10283	mir574
DOID:10283	mir708
DOID:10283	mir616
DOID:10283	mir647
DOID:10283	mir151b
DOID:10283	mir378b
DOID:10283	mir378c
DOID:10283	mir378d
DOID:10283	mir378e
DOID:10283	mir378f
DOID:10283	mir378g
DOID:10283	mir378h
DOID:10283	mir378i
DOID:10283	mir1256
DOID:10283	mir642b
DOID:1037	let7b
DOID:1037	mir100
DOID:1037	mir103a
DOID:1037	mir106b
DOID:1037	mir107
DOID:1037	mir125b
DOID:1037	mir126
DOID:1037	mir128
DOID:1037	mir130a
DOID:1037	mir142
DOID:1037	mir143
DOID:1037	mir146a
DOID:1037	mir146b
DOID:1037	mir148a
DOID:1037	mir151a
DOID:1037	mir155
DOID:1037	mir15a
DOID:1037	mir15b
DOID:1037	mir16
DOID:1037	mir17
DOID:1037	mir181a
DOID:1037	mir181b
DOID:1037	mir181c
DOID:1037	mir182
DOID:1037	mir187
DOID:1037	mir18a
DOID:1037	mir195
DOID:1037	mir19a
DOID:1037	mir19b
DOID:1037	mir203
DOID:1037	mir205
DOID:1037	mir206
DOID:1037	mir20a
DOID:1037	mir21
DOID:1037	mir22
DOID:1037	mir221
DOID:1037	mir222
DOID:1037	mir223
DOID:1037	mir23b
DOID:1037	mir24
DOID:1037	mir27b
DOID:1037	mir29a
DOID:1037	mir29b
DOID:1037	mir29c
DOID:1037	mir342
DOID:1037	mir34a
DOID:1037	mir34b
DOID:1037	mir34c
DOID:1037	mir451a
DOID:1037	mir92a
DOID:1037	mir99a
DOID:1037	mir663a
DOID:1037	mir196b
DOID:1037	mir640
DOID:1037	mir650
DOID:1037	mir326
DOID:1037	mir708
DOID:1037	mir711
DOID:104	mir130b
DOID:104	mir144
DOID:104	mir146a
DOID:104	mir155
DOID:104	mir181b
DOID:104	mir19b
DOID:104	mir21
DOID:104	mir223
DOID:104	mir29a
DOID:104	mir302a
DOID:104	mir342
DOID:104	mir424
DOID:104	mir451a
DOID:104	mir499a
DOID:104	mir520d
